Participant,adaptation,RT,MT,Age,Handedness,education,sex,clumsy,videogames,major,Sleep
48,11.06540346295977,364.1810344827586,221.73043478260868,15.0,righth,middleschool,female,Disagree,Disagree,Other,6
49,8.150913809195401,146.41666666666666,160.47863247863248,25.0,righth,secondaryschool,female,Agree,Strongly Disagree,Psychology,8
50,9.544072820689657,159.9075630252101,77.84615384615384,35.0,lefth,graduate,female,Disagree,Disagree,Other,9
51,15.015734702873562,177.45833333333334,169.21186440677965,28.0,righth,college,male,Disagree,Agree,STEM,6
52,15.12787817356322,262.94166666666666,502.5964912280702,15.0,lefth,middleschool,female,Agree,Agree,Other,7
53,3.3785734005229893,268.47457627118644,29.43859649122807,15.0,righth,middleschool,male,Strongly Disagree,Strongly Agree,Other,7
54,10.676272071034482,329.8666666666667,346.5897435897436,73.0,righth,graduate,female,Disagree,Strongly Disagree,Other,8
55,16.239854585632187,188.28205128205127,111.29824561403508,32.0,righth,bachelor,male,Agree,Agree,Other,7
56,4.860670956614942,701.9642857142857,101.72649572649573,18.0,righth,rathernotsay,other,Strongly Disagree,Neutral,Other,7
57,14.152031912683908,287.77966101694915,176.58474576271186,20.0,righth,college,female,Strongly Agree,Strongly Disagree,STEM,6
58,9.382951199683909,305.4201680672269,83.73949579831933,21.0,righth,secondaryschool,female,Agree,Neutral,Other,8
59,20.499464078540232,95.54310344827586,50.16379310344828,21.0,righth,college,male,Agree,Disagree,STEM,6
60,6.477682479310346,368.2268907563025,105.11206896551724,26.0,righth,college,female,Disagree,Strongly Disagree,Other,5
61,25.133229183448275,278.47058823529414,134.22881355932202,23.0,lefth,bachelor,male,Neutral,Strongly Agree,STEM,7
62,11.409287398275861,275.4453781512605,217.61739130434782,36.0,righth,college,female,Neutral,Disagree,ArtsHum,8
63,34.14906909770115,272.109243697479,182.87826086956522,19.0,righth,college,female,Neutral,Neutral,Psychology,9
64,18.804484849505744,154.56302521008402,116.61206896551724,20.0,righth,secondaryschool,male,Neutral,Agree,STEM,8
65,21.436872455172416,199.05833333333334,50.855932203389834,24.0,righth,middleschool,male,Disagree,Agree,Other,6
66,3.1049927447586203,185.3781512605042,92.05128205128206,18.0,righth,college,female,Agree,Disagree,Psychology,7
67,14.179269275632187,354.672268907563,114.23275862068965,20.0,righth,bachelor,female,Neutral,Agree,STEM,8
68,11.207445229310345,268.3813559322034,110.5,18.0,righth,college,male,Disagree,Strongly Agree,STEM,7
69,13.871662275367816,196.6638655462185,90.52136752136752,18.0,lefth,middleschool,male,Neutral,Neutral,Other,7
70,3.473672525862069,262.5798319327731,135.85714285714286,14.0,righth,rathernotsay,female,Agree,Agree,Other,7
71,13.809570624712643,132.53333333333333,152.135593220339,16.0,righth,middleschool,male,Disagree,Agree,Psychology,7
72,16.543712415517238,230.65,90.27966101694915,20.0,righth,college,female,Agree,Strongly Disagree,Psychology,7
73,26.308564403034485,272.85593220338984,202.30769230769232,20.0,righth,college,female,Neutral,Neutral,STEM,4
74,5.455002456896552,340.33613445378154,117.38461538461539,13.0,lefth,middleschool,male,Strongly Disagree,Neutral,STEM,9
75,20.60324035267816,200.78813559322035,106.28448275862068,19.0,righth,middleschool,male,Agree,Agree,STEM,5
76,9.008807772413794,287.4117647058824,83.78151260504201,21.0,righth,college,male,Strongly Disagree,Strongly Agree,Business,7
77,14.772308853448276,581.6837606837607,71.58474576271186,14.0,bothh,middleschool,other,Agree,Disagree,Psychology,3
78,4.409451971264368,308.85714285714283,69.15126050420169,18.0,righth,secondaryschool,female,Agree,Disagree,Other,8
79,1.5175514436781607,120.78151260504201,121.29661016949153,17.0,righth,middleschool,male,Disagree,Strongly Agree,STEM,7
80,13.300923082965518,393.7731092436975,70.88888888888889,13.0,righth,middleschool,female,Agree,Neutral,ArtsHum,8
81,8.605110100000001,283.52991452991455,97.11111111111111,32.0,righth,graduate,male,Disagree,Disagree,SocialScience,6
82,3.6874302203448277,178.28333333333333,138.7391304347826,29.0,righth,college,female,Neutral,Agree,Other,8
83,13.145552090804598,274.7563025210084,91.53781512605042,23.0,lefth,bachelor,female,Neutral,Disagree,Psychology,7
84,2.4203812275402306,318.86206896551727,243.5344827586207,17.0,lefth,primaryschool,other,Neutral,Agree,Other,7
85,11.683913725862071,342.20168067226894,73.55555555555556,23.0,righth,bachelor,female,Disagree,Disagree,STEM,6
86,15.705908602827586,319.8067226890756,291.3478260869565,26.0,righth,graduate,female,Strongly Disagree,Strongly Disagree,Other,8
87,15.641461979885056,362.135593220339,80.1864406779661,64.0,righth,college,male,Disagree,Agree,STEM,8
88,7.845649408275862,218.05128205128204,207.56410256410257,16.0,righth,middleschool,male,Strongly Disagree,Strongly Agree,STEM,5
89,11.728691755172415,242.36974789915968,128.3728813559322,16.0,righth,middleschool,other,Agree,Strongly Agree,ArtsHum,9
90,12.848842931034483,500.4873949579832,119.13559322033899,22.0,lefth,college,female,Strongly Disagree,Strongly Disagree,Other,4
91,10.844187745020688,284.16101694915255,72.38983050847457,24.0,righth,graduate,male,Disagree,Agree,STEM,7
92,5.100616266264368,320.4017094017094,139.2,15.0,righth,rathernotsay,male,Agree,Agree,STEM,6
93,6.244426272557471,242.29166666666666,156.13793103448276,28.0,righth,bachelor,female,Agree,Disagree,ArtsHum,7
94,8.970548196428572,249.0854700854701,127.03448275862068,23.0,righth,graduate,male,Disagree,Strongly Agree,STEM,6
95,10.68397577183908,295.87179487179486,228.5,19.0,righth,secondaryschool,other,Strongly Agree,Disagree,SocialScience,7
96,18.808331618390806,177.00833333333333,95.77966101694915,30.0,righth,bachelor,female,Neutral,Disagree,Other,6
97,9.347714123005748,338.5083333333333,82.00840336134453,19.0,righth,secondaryschool,female,Agree,Strongly Disagree,STEM,7
98,9.029731688505747,246.85833333333332,126.69827586206897,20.0,righth,college,female,Strongly Agree,Strongly Disagree,SocialScience,5
99,20.82352725862069,368.29661016949154,356.63247863247864,21.0,righth,college,female,Disagree,Neutral,Psychology,6
100,9.778463957142856,209.32758620689654,239.1551724137931,25.0,righth,secondaryschool,male,Neutral,Agree,Other,7
101,29.033566180034484,542.6666666666666,625.7391304347826,28.0,righth,bachelor,male,Strongly Disagree,Strongly Disagree,SocialScience,8
102,21.759757298850577,256.8474576271187,332.2105263157895,23.0,righth,bachelor,male,Disagree,Disagree,Other,6
103,3.708710382632184,332.9579831932773,141.2051282051282,28.0,righth,graduate,female,Agree,Strongly Disagree,STEM,8
104,7.349746728735632,227.6386554621849,136.68965517241378,17.0,righth,secondaryschool,male,Strongly Disagree,Neutral,Business,8
105,7.083497022988506,182.25210084033614,153.24786324786325,19.0,righth,college,male,Disagree,Strongly Agree,STEM,6
106,18.38056952965517,452.14912280701753,56.82905982905983,17.0,righth,rathernotsay,female,Agree,Disagree,Other,5
107,1.7649662477011494,367.79831932773106,110.85470085470085,38.0,righth,bachelor,female,Neutral,Strongly Disagree,ArtsHum,7
108,10.678648656321839,214.11016949152543,169.7155172413793,22.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,12
109,33.8119201678161,379.3697478991597,92.01724137931035,34.0,righth,technicalschool,male,Agree,Neutral,ArtsHum,8
110,13.374279277011494,326.80833333333334,106.90598290598291,19.0,righth,college,male,Strongly Disagree,Agree,STEM,10
111,5.02921780733908,396.75,136.76724137931035,15.0,righth,middleschool,female,Neutral,Strongly Disagree,Other,6
112,8.216774516471265,153.25423728813558,207.4655172413793,28.0,righth,graduate,male,Disagree,Agree,Other,7
113,5.135431950770114,393.1344537815126,53.83898305084746,34.0,righth,college,female,Agree,Disagree,Other,7
114,10.548919084482758,315.7118644067797,166.88983050847457,21.0,righth,bachelor,female,Neutral,Agree,STEM,8
115,22.20542743908046,230.3613445378151,97.11016949152543,33.0,righth,graduate,male,Agree,Disagree,SocialScience,8
116,11.107252442528734,452.65811965811963,54.34453781512605,16.0,righth,secondaryschool,male,Agree,Strongly Agree,Psychology,4
117,2.7628441839080464,342.5982905982906,53.411764705882355,21.0,lefth,college,male,Disagree,Strongly Agree,Other,7
118,15.02554946666667,289.6864406779661,102.1025641025641,47.0,righth,college,male,Neutral,Disagree,STEM,7
119,12.895464161494251,228.43589743589743,227.2173913043478,21.0,righth,technicalschool,female,Agree,Disagree,ArtsHum,7
120,13.674597815517242,312.3728813559322,239.35042735042734,19.0,righth,college,female,Agree,Disagree,ArtsHum,8
121,16.047972329885056,158.95833333333334,153.08620689655172,16.0,righth,secondaryschool,female,Strongly Agree,Strongly Agree,Other,7
122,26.484371814942527,304.5726495726496,233.34782608695653,36.0,righth,college,female,Neutral,Strongly Disagree,Other,5
123,15.114042430238095,272.6923076923077,324.990990990991,17.0,righth,middleschool,female,Neutral,Neutral,Other,10
124,23.549590227563222,191.23529411764707,70.3931623931624,30.0,righth,bachelor,female,Disagree,Strongly Disagree,SocialScience,6
125,6.972276804252875,185.64406779661016,396.8018018018018,64.0,lefth,secondaryschool,male,Strongly Agree,Disagree,Other,6
126,4.270960923488506,243.77118644067798,250.0,23.0,righth,college,male,Strongly Disagree,Strongly Agree,STEM,5
127,24.210974044252872,413.59322033898303,50.9327731092437,17.0,righth,middleschool,female,Agree,Neutral,Psychology,8
128,4.904610668965517,248.25423728813558,69.00854700854701,15.0,righth,secondaryschool,male,Disagree,Strongly Agree,STEM,7
129,1.4015927689425287,233.16949152542372,104.6896551724138,16.0,righth,secondaryschool,female,Agree,Strongly Disagree,ArtsHum,6
130,22.291570606896553,313.6470588235294,237.86324786324786,19.0,righth,secondaryschool,female,Neutral,Strongly Disagree,ArtsHum,9
131,8.435288507471263,291.4830508474576,111.13675213675214,17.0,righth,secondaryschool,female,Agree,Agree,STEM,10
132,3.449610822551724,327.97457627118644,297.42241379310343,33.0,righth,graduate,male,Strongly Disagree,Neutral,Business,8
133,9.856887751724138,292.2857142857143,158.15254237288136,21.0,righth,college,female,Disagree,Strongly Disagree,Business,8
134,10.801523578160918,289.94117647058823,133.98275862068965,17.0,righth,middleschool,female,Neutral,Neutral,ArtsHum,7
135,9.073668341166668,140.27731092436974,119.84745762711864,25.0,righth,college,male,Disagree,Agree,STEM,6
136,19.47216051132184,251.42016806722688,87.72881355932203,29.0,lefth,college,male,Agree,Strongly Disagree,STEM,7
137,12.584779034285715,289.453781512605,100.69491525423729,15.0,righth,secondaryschool,male,Strongly Agree,Strongly Agree,Psychology,8
138,34.32097655655173,308.64957264957263,163.77777777777777,55.0,righth,rathernotsay,female,Strongly Agree,Strongly Disagree,Other,6
139,8.28622366494253,230.30833333333334,166.5593220338983,15.0,lefth,middleschool,male,Neutral,Disagree,Other,9
140,8.016235397126438,318.94017094017096,59.58119658119658,31.0,righth,bachelor,female,Disagree,Strongly Disagree,STEM,7
141,17.327632871428573,383.5762711864407,78.26890756302521,22.0,bothh,noneoftheabove,male,Strongly Disagree,Agree,STEM,8
142,15.889932867298851,221.51694915254237,433.98319327731093,33.0,bothh,graduate,male,Agree,Agree,Other,7
143,25.334053248850573,314.2844827586207,241.25423728813558,38.0,righth,graduate,male,Strongly Disagree,Disagree,Business,7
144,7.602838463218389,258.3135593220339,94.4453781512605,22.0,righth,bachelor,female,Disagree,Neutral,STEM,6
145,4.5440938327586196,209.3109243697479,339.7881355932203,21.0,righth,middleschool,male,Disagree,Agree,STEM,9
146,4.341764717816092,208.15126050420167,112.98319327731092,14.0,righth,middleschool,male,Neutral,Strongly Agree,Psychology,8
147,17.890974396551723,235.81512605042016,32.563025210084035,15.0,righth,middleschool,female,Neutral,Disagree,Other,5
148,5.708135031827585,227.2016806722689,67.64957264957265,28.0,righth,graduate,male,Disagree,Neutral,Other,7
149,13.433054227586206,230.82203389830508,145.1196581196581,25.0,righth,college,female,Agree,Neutral,STEM,4
150,18.558595730057473,332.23728813559325,145.8034188034188,37.0,righth,bachelor,female,Strongly Disagree,Strongly Disagree,Psychology,5
151,45.94798108666667,313.1794871794872,83.72173913043478,60.0,righth,graduate,male,Disagree,Disagree,STEM,7
152,3.1817867729885054,197.01694915254237,258.0344827586207,41.0,bothh,college,male,Strongly Disagree,Disagree,STEM,6
153,14.625683001149428,310.43589743589746,73.4322033898305,29.0,righth,graduate,female,Agree,Neutral,STEM,6
154,8.961372081609195,248.05833333333334,410.9913793103448,25.0,righth,rathernotsay,female,Agree,Strongly Agree,Other,11
155,0.9699917856321838,286.0504201680672,78.50420168067227,43.0,righth,graduate,female,Disagree,Disagree,Psychology,6
156,3.9283404652241374,296.85470085470087,94.64347826086957,17.0,righth,college,male,Neutral,Agree,STEM,6
157,23.17437269310345,237.04166666666666,158.14406779661016,37.0,righth,graduate,female,Disagree,Strongly Disagree,STEM,7
158,22.595208721436784,218.55833333333334,91.75,27.0,righth,secondaryschool,male,Strongly Agree,Neutral,Other,6
159,18.2894080828161,182.225,158.36974789915968,28.0,righth,bachelor,male,Agree,Strongly Agree,Business,8
160,32.863929936287356,219.95762711864407,114.24786324786325,24.0,righth,bachelor,male,Disagree,Neutral,STEM,8
161,5.109698624241378,274.771186440678,70.83620689655173,17.0,righth,middleschool,female,Disagree,Strongly Disagree,STEM,4
162,9.968277522413793,305.7731092436975,94.27350427350427,32.0,righth,graduate,male,Disagree,Strongly Disagree,STEM,5
163,9.139296924712644,261.03333333333336,90.83050847457628,28.0,righth,graduate,female,Agree,Strongly Disagree,ArtsHum,8
164,12.493950742494253,352.2583333333333,500.46153846153845,24.0,righth,college,male,Strongly Agree,Disagree,STEM,8
165,21.585398827241377,306.15,114.37606837606837,16.0,righth,secondaryschool,female,Neutral,Strongly Disagree,Psychology,8
166,21.59982586494253,309.0,326.8050847457627,72.0,righth,graduate,female,Neutral,Neutral,Other,6
167,18.56113599597701,201.10084033613447,88.66101694915254,17.0,lefth,rathernotsay,female,Agree,Strongly Disagree,Other,6
168,35.10449130744827,327.53389830508473,700.5957446808511,68.0,righth,graduate,female,Strongly Disagree,Disagree,Psychology,7
169,14.317106399999998,286.72033898305085,462.4117647058824,28.0,righth,bachelor,female,Neutral,Disagree,Other,8
170,28.87754503904598,380.03361344537814,59.20338983050848,35.0,lefth,graduate,male,Disagree,Disagree,Other,9
171,19.09652629597701,175.77118644067798,99.2016806722689,18.0,righth,secondaryschool,male,Agree,Disagree,STEM,5
172,20.32493952235632,275.77966101694915,98.19658119658119,48.0,righth,college,male,Strongly Disagree,Neutral,Other,8
173,14.235740070114941,313.6186440677966,283.5833333333333,50.0,righth,graduate,male,Neutral,Strongly Disagree,STEM,6
174,7.657623520787355,206.4453781512605,163.49137931034483,21.0,righth,primaryschool,male,Disagree,Disagree,Psychology,6
175,19.229908726436783,240.72649572649573,107.90677966101696,23.0,righth,technicalschool,male,Strongly Agree,Neutral,STEM,7
176,24.03435323574713,256.0,127.6864406779661,20.0,righth,secondaryschool,male,Neutral,Strongly Agree,Other,5
177,0.9541461959770113,299.8898305084746,53.52542372881356,13.0,righth,rathernotsay,male,Neutral,Strongly Agree,Other,7
178,11.805658687931034,284.9237288135593,80.36134453781513,19.0,righth,college,female,Disagree,Disagree,ArtsHum,8
179,12.763208072413793,205.32773109243698,155.27350427350427,16.0,righth,middleschool,female,Strongly Agree,Agree,Other,8
180,6.255654522413792,416.7563025210084,73.07563025210084,30.0,righth,graduate,female,Agree,Agree,Psychology,7
181,11.317601654551725,151.975,75.01709401709402,16.0,righth,secondaryschool,male,Neutral,Neutral,STEM,7
182,10.231103971,365.3781512605042,68.88983050847457,28.0,righth,graduate,female,Disagree,Neutral,Psychology,8
183,6.741376066293102,242.41176470588235,44.271186440677965,47.0,righth,bachelor,male,Disagree,Neutral,STEM,8
184,13.028349637890805,323.1932773109244,175.51282051282053,65.0,righth,bachelor,male,Neutral,Strongly Disagree,Other,5
185,11.341922826436782,266.2352941176471,57.152542372881356,49.0,righth,graduate,male,Strongly Disagree,Agree,STEM,7
186,22.62590688275862,285.18333333333334,99.24369747899159,17.0,righth,secondaryschool,female,Neutral,Neutral,Other,8
187,15.2320309505,204.74789915966386,234.4102564102564,34.0,lefth,bachelor,female,Strongly Agree,Disagree,SocialScience,6
188,32.284575066289655,234.96610169491527,409.58878504672896,17.0,righth,secondaryschool,male,Strongly Disagree,Neutral,STEM,10
189,5.821245143682758,501.88034188034186,169.5948275862069,96.0,righth,bachelor,female,Neutral,Neutral,Psychology,6
190,26.87096917873563,224.19327731092437,155.35897435897436,22.0,lefth,bachelor,male,Agree,Agree,STEM,6
191,19.16405478793104,303.31666666666666,261.1101694915254,20.0,righth,rathernotsay,female,Strongly Agree,Agree,ArtsHum,7
192,22.1923507637931,380.05882352941177,262.94871794871796,26.0,righth,bachelor,female,Disagree,Disagree,Other,8
193,-0.971516425925926,254.11764705882354,98.82758620689656,22.0,righth,bachelor,female,Disagree,Neutral,Business,7
194,18.674097839712644,230.53389830508473,100.58823529411765,17.0,righth,secondaryschool,male,Disagree,Strongly Agree,STEM,6
195,15.300610135252874,221.14285714285714,103.16101694915254,30.0,righth,graduate,male,Disagree,Strongly Agree,ArtsHum,7
196,16.47570527471264,317.89830508474574,115.95798319327731,21.0,righth,college,male,Strongly Disagree,Neutral,Psychology,7
197,8.94459576494253,298.11965811965814,44.62068965517241,31.0,righth,college,male,Strongly Disagree,Strongly Disagree,Other,7
198,4.879224415517242,334.94117647058823,169.94957983193277,15.0,righth,secondaryschool,female,Strongly Agree,Disagree,ArtsHum,5
199,28.603218472988505,302.07563025210084,121.86086956521739,19.0,righth,bachelor,female,Agree,Strongly Disagree,Psychology,8
200,1.0668361679310345,236.63025210084032,57.97478991596638,21.0,righth,college,male,Disagree,Strongly Agree,Business,7
201,18.47778785689655,269.4453781512605,109.54700854700855,40.0,righth,bachelor,male,Agree,Neutral,STEM,7
202,3.643643818965517,233.8803418803419,58.05128205128205,14.0,righth,middleschool,male,Agree,Agree,STEM,8
203,4.21597946954023,323.26271186440675,384.5833333333333,36.0,righth,bachelor,male,Disagree,Disagree,STEM,6
204,15.776369390229886,269.9145299145299,150.2941176470588,45.0,righth,secondaryschool,male,Neutral,Agree,STEM,7
205,8.859224780643677,221.775,93.0677966101695,15.0,righth,primaryschool,male,Agree,Strongly Agree,STEM,9
206,5.583117960856322,261.1864406779661,79.64102564102564,29.0,righth,secondaryschool,male,Agree,Strongly Agree,Business,6
207,8.540315262074712,316.8666666666667,254.11864406779662,31.0,righth,bachelor,female,Disagree,Disagree,STEM,9
208,4.468675141165518,369.4273504273504,892.8659793814433,18.0,righth,college,female,Neutral,Disagree,Psychology,6
209,11.308746852448278,263.0083333333333,185.5811965811966,24.0,righth,bachelor,male,Disagree,Neutral,STEM,8
210,13.677911751149427,153.52542372881356,152.86206896551724,18.0,righth,college,male,Strongly Disagree,Disagree,STEM,7
211,18.547609268390804,226.96610169491527,65.42735042735043,18.0,righth,secondaryschool,female,Neutral,Disagree,ArtsHum,8
212,3.975700427356322,195.76470588235293,117.15517241379311,23.0,righth,college,female,Neutral,Agree,Other,9
213,7.801905707775863,278.84166666666664,98.8859649122807,24.0,righth,bachelor,female,Strongly Agree,Strongly Agree,ArtsHum,6
214,4.349556505172414,160.64102564102564,149.71428571428572,27.0,righth,secondaryschool,male,Neutral,Strongly Agree,Other,7
215,19.737759583563218,292.45762711864404,162.5593220338983,21.0,righth,college,female,Disagree,Agree,STEM,7
216,15.95576909352299,413.9230769230769,114.36752136752136,16.0,lefth,middleschool,female,Agree,Disagree,Business,7
217,2.0099790666666664,326.4033613445378,142.02586206896552,17.0,righth,middleschool,female,Neutral,Disagree,STEM,10
218,10.74106762487931,304.78991596638656,139.3109243697479,18.0,lefth,secondaryschool,female,Agree,Disagree,SocialScience,8
219,12.658705951051724,290.8151260504202,298.6470588235294,9.0,bothh,primaryschool,female,Agree,Strongly Disagree,STEM,9
220,9.224434218390803,243.38655462184875,396.61538461538464,16.0,righth,secondaryschool,male,Disagree,Neutral,STEM,7
221,7.356346993356322,244.81666666666666,375.18260869565216,24.0,righth,secondaryschool,male,Disagree,Neutral,Business,7
222,5.5191840718390806,332.6,149.1949152542373,20.0,righth,college,female,Disagree,Strongly Disagree,ArtsHum,7
223,8.195230971034484,270.93277310924367,111.97413793103448,16.0,righth,middleschool,female,Strongly Agree,Disagree,STEM,6
224,15.880982609195405,148.49579831932772,95.42735042735043,19.0,righth,middleschool,male,Disagree,Strongly Agree,Business,7
225,15.0990147091954,391.41379310344826,42.54237288135593,20.0,righth,college,female,Neutral,Disagree,SocialScience,8
226,1.8100456705287356,238.21008403361344,82.76271186440678,33.0,righth,bachelor,male,Disagree,Agree,STEM,7
227,6.40002848275862,207.41176470588235,55.21367521367522,12.0,righth,middleschool,female,Neutral,Strongly Agree,STEM,10
228,6.669742329896552,292.1965811965812,106.22881355932203,23.0,righth,bachelor,female,Agree,Strongly Disagree,STEM,8
229,5.081356495402298,242.2016806722689,231.12820512820514,25.0,righth,college,male,Disagree,Neutral,Other,8
230,-1.4206941731839078,259.7118644067797,119.3529411764706,16.0,righth,middleschool,male,Neutral,Strongly Agree,Business,6
231,2.371149804137931,204.92436974789916,115.72173913043478,28.0,righth,bachelor,male,Agree,Agree,STEM,8
232,16.583542112068965,300.01680672268907,100.41880341880342,30.0,righth,graduate,female,Strongly Disagree,Neutral,STEM,6
233,32.60169393344828,374.38655462184875,179.9391304347826,27.0,righth,graduate,female,Strongly Agree,Strongly Disagree,STEM,8
234,2.6004076286206907,251.66086956521738,203.84745762711864,75.0,righth,bachelor,female,Disagree,Strongly Disagree,STEM,6
235,1.4950861482758622,204.65546218487395,246.42735042735043,18.0,lefth,middleschool,male,Disagree,Strongly Agree,Other,7
236,4.986713666408045,300.66386554621846,58.470588235294116,16.0,righth,secondaryschool,male,Strongly Disagree,Agree,Other,7
237,12.800208308620691,181.1,201.5593220338983,25.0,righth,bachelor,male,Neutral,Disagree,STEM,8
238,15.320094096022988,372.8813559322034,124.08474576271186,45.0,righth,middleschool,male,Disagree,Disagree,STEM,6
239,13.068888151149425,224.94017094017093,245.64102564102564,19.0,bothh,college,female,Strongly Agree,Strongly Disagree,Other,10
240,27.069848070689655,185.81666666666666,138.39830508474577,17.0,righth,graduate,male,Agree,Strongly Agree,Other,7
241,5.4108467109195395,234.61016949152543,162.635593220339,20.0,lefth,college,male,Disagree,Strongly Disagree,STEM,9
242,8.268237767045978,388.4102564102564,123.51694915254237,40.0,righth,graduate,male,Disagree,Neutral,STEM,5
